State,Account_Length,Area_Code,Phone,Intl_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,total_Mins,Intl_Calls,Intl_Charge,Total_Charge,CustServ_Calls,Churn
MO,55,510,362-1146,no,no,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,572.7,6,4.62,57.98,0,
ID,82,408,352-7413,no,no,0,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,574.3,2,3.59,47.69,0,
IA,152,415,387-6716,no,no,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,553.4000000000001,4,2.86,64.79,1,
TN,108,408,352-1127,no,yes,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,693.6999999999999,4,2.94,64.99,1,
OH,98,408,368-1288,no,no,0,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,552.4000000000001,7,3.38,56.4,1,
IL,130,415,403-5279,no,no,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,686.6,3,3.16,63.25999999999999,3,
FL,136,408,397-9333,yes,no,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,576.5999999999999,7,3.19,62.089999999999996,1,
MA,47,415,411-7353,no,no,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,602.8,4,3.32,56.839999999999996,3,
OK,189,415,383-2537,no,no,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,635.4,5,3.05,66.64,3,
KY,107,415,330-4419,no,no,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,481.8,6,3.27,50.550000000000004,1,
MI,91,415,390-7930,no,no,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,574.3000000000001,4,3.16,54.519999999999996,5,
NE,159,415,362-5111,no,no,0,189.1,105,32.15,246.1,147,20.92,242.0,106,10.89,10.4,687.6,5,2.81,66.77,1,
VA,11,408,358-6796,no,yes,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,655.4,3,2.7,57.400000000000006,2,
NY,167,415,409-7494,no,no,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,648.6999999999999,5,2.67,61.940000000000005,1,
MT,111,408,400-1636,no,no,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,507.40000000000003,9,3.46,48.42,2,
VT,99,408,389-2747,no,yes,19,87.7,103,14.91,223.0,86,18.96,182.3,112,8.2,7.3,500.3,4,1.97,44.040000000000006,2,
KS,159,415,415-2176,no,yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,621.1,3,4.56,62.54,0,
VA,114,415,377-8067,yes,yes,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,527.3,10,3.32,57.28000000000001,2,
AL,71,415,362-7835,no,no,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9.0,415.6,2,2.43,39.18,2,
PA,122,415,361-5225,no,no,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,480.2,2,3.43,36.089999999999996,1,
AL,100,408,333-3447,no,yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,590.8,5,3.51,65.99,1,
WV,83,415,341-3044,no,yes,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,480.5,4,3.19,42.519999999999996,1,
NV,64,408,350-7306,no,no,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,541.3,2,3.32,52.24,5,
TN,105,408,353-8849,no,no,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9.0,588.6999999999999,3,2.43,64.54,1,
ID,144,415,402-3476,no,yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,670.6,3,3.29,72.27000000000001,2,
WY,106,415,338-6018,yes,yes,26,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,753.9,7,3.89,79.56000000000002,1,
TX,19,510,409-3520,no,yes,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,652.9999999999999,1,3.05,60.47,1,
MA,46,408,357-1085,no,no,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,549.8000000000001,6,3.67,54.17,1,
IL,127,510,353-3285,no,no,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,593.0,3,3.16,64.36999999999999,2,
LA,9,415,409-9885,no,yes,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,583.1,3,2.73,62.05,1,
CO,157,415,388-7701,no,no,0,196.0,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,614.1,6,2.13,62.45,1,
UT,105,415,385-8184,no,no,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,499.5,4,1.43,46.58,6,
MI,105,415,345-2863,no,yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,710.9,5,2.7,67.67999999999999,0,
NH,155,408,353-6300,no,no,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,507.1,1,2.92,58.120000000000005,2,
ID,31,415,389-5649,no,no,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,498.1,2,1.38,51.84,0,
WA,161,415,378-8137,no,no,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,599.7,5,1.08,55.61,1,
MN,95,408,340-4627,no,yes,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,632.3000000000001,5,2.86,70.21,0,
NY,122,415,352-6833,no,no,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,486.7,7,2.62,49.45,3,
MD,37,415,420-2000,yes,no,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,499.40000000000003,8,2.59,43.849999999999994,2,
GA,132,415,368-5437,no,no,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,495.30000000000007,4,3.13,54.19,5,
HI,119,408,418-8170,no,yes,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,506.5,4,3.05,58.03,0,
AL,16,408,403-9417,no,no,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,485.2,4,2.38,56.919999999999995,1,
CT,99,408,330-6165,no,no,0,95.4,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,444.20000000000005,5,1.51,41.459999999999994,1,
CO,76,408,412-4185,no,yes,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,562.5,2,2.19,62.17,1,
KS,167,415,409-4734,no,no,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,522.3,4,3.0,50.9,4,
NJ,129,415,348-9828,no,no,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,478.90000000000003,7,3.19,53.94,1,
FL,116,408,418-8850,no,no,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,543.4,5,2.11,51.58,1,
CA,60,415,330-8351,yes,no,0,183.0,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,604.6,6,3.0,60.85,1,
KS,128,415,347-7773,no,no,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,516.6999999999999,7,1.73,47.43999999999999,0,
TX,47,408,392-6841,no,yes,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,444.3,2,2.86,42.59,0,
MN,40,510,354-2189,yes,no,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,639.9,9,2.21,59.14,3,
AK,173,510,349-9060,no,no,0,172.5,78,29.33,142.6,91,12.12,102.0,63,4.59,10.9,428.0,2,2.94,48.97999999999999,0,
OR,157,510,334-1311,no,yes,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,766.8000000000001,5,1.92,70.12,1,
MS,66,408,415-3120,no,yes,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12.0,461.90000000000003,3,3.24,52.150000000000006,2,
VT,50,415,387-5891,yes,yes,26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8.0,779.4,3,2.16,86.84,0,
UT,72,415,368-8026,no,no,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,511.79999999999995,3,3.29,47.23,3,
KS,130,510,332-9446,no,no,0,154.0,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,606.4999999999999,1,3.48,57.68,1,
NV,143,408,393-5284,no,no,0,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,614.4,11,2.05,57.339999999999996,1,
DE,89,510,376-1677,yes,no,0,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,525.6999999999999,5,1.46,49.1,1,
IN,108,415,392-2268,no,no,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,578.8000000000001,2,4.1,63.339999999999996,0,
TX,32,408,396-4311,no,no,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,484.00000000000006,3,3.46,51.63,1,
MA,166,415,363-4005,no,no,0,203.4,81,34.58,167.7,110,14.25,132.0,124,5.94,9.2,512.3000000000001,5,2.48,57.24999999999999,2,
VT,109,408,344-9966,no,no,0,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,10.9,717.6,5,2.94,71.25,1,
CA,72,408,337-7377,no,yes,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,536.9,7,1.57,47.919999999999995,1,
IA,134,415,373-7037,no,yes,32,216.8,78,36.86,102.2,111,8.69,174.0,83,7.83,8.6,501.6,2,2.32,55.699999999999996,0,
NH,13,415,356-7580,no,no,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,583.8000000000001,2,2.62,60.37,4,
GA,90,415,390-3401,no,no,0,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,588.4,4,3.81,51.370000000000005,3,
WI,111,415,350-9313,no,yes,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,525.0,2,3.02,56.47,3,
CO,101,408,420-9009,no,yes,23,262.2,101,44.57,157.0,80,13.35,129.1,100,5.81,7.3,555.5999999999999,14,1.97,65.7,1,
SC,72,415,415-2641,no,no,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,601.4,4,3.54,63.81999999999999,0,
MI,67,510,392-4929,no,yes,35,245.4,89,41.72,148.2,102,12.6,274.0,136,12.33,7.5,675.1,6,2.03,68.68,1,
MD,172,408,346-5068,no,no,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,633.1,2,3.89,74.75,3,
IN,154,510,389-2631,no,yes,32,192.3,82,32.69,165.3,134,14.05,205.0,74,9.23,9.0,571.6,1,2.43,58.4,2,
ME,69,510,368-3808,no,no,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,661.8,3,2.62,65.92,2,
DC,123,415,406-8599,no,no,0,211.0,92,35.87,217.0,102,18.45,214.8,104,9.67,9.8,652.5999999999999,7,2.65,66.64,3,
TN,130,415,386-7456,no,yes,12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,574.6,5,2.35,54.71,0,
FL,142,415,357-4936,no,yes,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,720.1999999999999,9,1.59,70.88000000000001,2,
WA,29,415,397-7411,no,no,0,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,593.5,2,2.51,54.28,1,
HI,87,408,353-6218,no,yes,28,143.5,106,24.4,223.5,147,19.0,175.4,69,7.89,11.2,553.6,5,3.02,54.31,0,
NE,149,415,369-5942,no,no,0,156.0,56,26.52,56.0,116,4.76,163.3,104,7.35,8.9,384.2,8,2.4,41.03,0,
TN,146,408,416-8543,yes,no,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,555.3000000000001,3,2.48,55.4,2,
MD,88,415,358-4576,yes,no,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,780.0,2,1.94,76.17999999999999,4,
NM,119,415,352-5118,yes,yes,15,160.0,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,460.5,5,2.35,51.06,5,
VT,48,510,408-2621,no,no,0,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,573.2,2,3.56,58.95,1,
OR,135,415,353-3994,no,no,0,194.8,97,33.12,235.3,118,20.0,174.4,126,7.85,11.0,615.5,3,2.97,63.94,1,
IN,100,510,367-4277,no,no,0,247.8,117,42.13,130.0,95,11.05,134.3,125,6.04,6.9,519.0,2,1.86,61.080000000000005,1,
MO,98,415,354-3237,no,no,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,738.4999999999999,3,3.21,72.1,4,
FL,75,510,394-8504,no,yes,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,478.4,3,3.62,47.919999999999995,2,
DC,180,415,370-4139,no,yes,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,679.2,4,2.05,70.57,1,
VT,100,415,382-6135,no,yes,25,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,665.6,4,3.13,69.86,1,
OH,119,415,359-5718,no,yes,35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8.0,695.4,5,2.16,69.07,2,
MO,86,415,385-3111,no,no,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,666.9,3,3.4,52.129999999999995,0,
LA,155,408,353-4880,no,yes,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,657.1999999999999,7,1.38,61.84,1,
IL,78,415,343-7019,yes,no,0,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,664.0,2,2.57,72.24,1,
NJ,153,415,419-6133,no,no,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,580.3,3,2.3,60.07,1,
IA,92,510,350-7344,no,yes,25,134.0,112,22.78,206.0,111,17.51,180.6,118,8.13,9.7,530.3000000000001,4,2.62,51.040000000000006,0,
WA,13,510,397-6064,no,yes,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,465.09999999999997,5,3.05,52.45,2,
NE,154,415,363-6896,no,no,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,612.7,3,2.75,62.01,3,
CT,144,510,416-9021,yes,yes,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,663.0,3,3.46,63.36,0,
WV,48,408,408-3269,no,no,0,275.2,67,46.78,180.2,108,15.32,159.0,110,7.15,7.9,622.3,2,2.13,71.38,1,
ND,94,408,408-9463,no,no,0,174.0,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,630.8000000000001,1,2.13,61.55,1,
UT,139,415,340-7062,no,no,0,165.0,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,597.6,8,3.4,60.32999999999999,1,
MS,126,415,417-4309,no,no,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,632.6999999999999,4,3.19,66.47,1,
MN,122,415,421-2659,no,no,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,581.8000000000001,3,2.57,51.239999999999995,2,
NH,139,510,383-2017,no,no,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,582.9,6,3.05,62.739999999999995,1,
LA,95,415,411-6294,no,no,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,462.09999999999997,6,1.59,48.22,3,
ME,80,408,332-9525,no,yes,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,566.1000000000001,4,2.89,58.22,4,
KS,131,415,401-5012,no,yes,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,724.3,3,2.05,74.58999999999999,3,
KS,36,510,368-8835,no,no,0,178.6,83,30.36,213.1,103,18.11,198.0,119,8.91,10.9,600.6,5,2.94,60.31999999999999,1,
NV,180,510,351-1382,no,no,0,139.0,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,550.4000000000001,5,4.24,54.68,2,
MT,25,415,359-7694,no,no,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,545.1,5,3.4,52.25,2,
MT,113,415,419-5505,no,no,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,617.6,5,1.32,65.47999999999999,3,
ID,88,415,341-4570,no,yes,31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,613.9999999999999,4,3.08,61.42,1,
AK,120,415,366-6991,no,no,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,476.50000000000006,9,2.51,52.57,1,
UT,74,415,377-7399,no,no,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,348.9,3,3.08,37.17999999999999,1,
AR,109,510,377-9092,no,no,0,170.7,101,29.02,240.2,82,20.42,119.0,112,5.36,11.4,541.3,4,3.08,57.879999999999995,2,
LA,162,510,373-6681,no,yes,33,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,507.40000000000003,6,3.32,55.99,0,
KS,124,510,417-7736,no,yes,37,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,605.8,4,2.4,57.58,1,
OR,177,408,393-2812,no,no,0,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,560.4,5,2.03,47.82,2,
WI,91,510,398-3176,no,no,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,690.7,2,2.86,69.89999999999999,1,
CO,105,408,334-8694,no,no,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,684.6999999999999,5,2.38,75.71,0,
KS,24,510,369-5449,no,no,0,243.0,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,626.5,6,4.13,69.36,0,
IL,48,510,380-5246,no,no,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,301.49999999999994,3,2.4,33.51,0,
IA,86,408,390-3873,no,no,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,459.50000000000006,7,2.65,45.43,2,
AZ,163,510,354-4568,no,no,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,557.6999999999999,2,2.86,58.43999999999999,4,
NE,91,510,339-6968,no,no,0,159.0,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,506.6,4,2.73,55.15,0,
ID,56,510,379-5933,no,no,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,492.1,5,3.16,50.11,3,
OH,147,415,365-5682,yes,yes,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,789.0,4,2.19,73.15,3,
TX,64,415,382-8518,no,no,0,168.0,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,537.0,3,2.73,55.129999999999995,2,
TN,108,510,356-8449,no,yes,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,603.3000000000001,3,2.59,56.44,4,
OK,159,510,333-3460,no,no,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,624.1,7,4.46,64.48,5,
ND,136,510,375-8596,yes,no,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,639.6,10,2.46,72.13999999999999,3,
MT,116,415,384-5907,no,yes,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11.0,600.3,2,2.97,60.849999999999994,1,
NC,45,408,373-2903,no,yes,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,720.5,2,2.08,68.92999999999999,1,
MN,122,415,361-7702,no,no,0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,570.8000000000001,5,3.02,54.970000000000006,2,
MN,138,415,388-5850,no,no,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9.0,625.4000000000001,3,2.43,62.050000000000004,5,
MA,132,415,405-6298,no,no,0,117.6,66,19.99,214.0,108,18.19,239.5,94,10.78,8.8,579.9,5,2.38,51.34,1,
PA,101,415,368-2074,yes,no,0,193.7,108,32.93,186.6,98,15.86,223.0,100,10.04,11.6,614.9,8,3.13,61.96,0,
GA,58,510,328-5050,no,no,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,663.1999999999999,4,2.11,71.25,2,
NV,81,415,395-5783,no,no,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,466.3,4,1.4,45.5,1,
TX,87,415,420-7301,no,no,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,593.8,10,2.67,56.879999999999995,3,
ME,116,510,328-2478,no,no,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,590.8,3,2.38,64.61,2,
RI,85,415,381-2460,yes,no,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,627.3,4,2.24,63.20000000000001,4,
MN,62,510,390-9811,no,yes,33,186.4,84,31.69,201.0,136,17.09,286.7,103,12.9,11.1,685.1999999999999,3,3.0,64.68,2,
NH,90,415,373-5670,no,no,0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,614.0999999999999,3,2.92,51.2,0,
TN,98,415,351-7016,no,no,0,162.8,65,27.68,185.0,109,15.73,219.5,104,9.88,6.0,573.3,3,1.62,54.91,2,
UT,73,415,394-9934,no,no,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18.0,519.7,5,4.86,58.19,1,
RI,107,510,422-8268,yes,no,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,698.8000000000001,7,3.02,68.17,2,
NH,55,408,373-7690,no,yes,20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,570.5999999999999,4,3.38,56.9,2,
AK,76,415,366-9781,no,yes,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,361.49999999999994,4,2.57,45.17,3,
NC,30,510,404-5427,no,no,0,145.0,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,589.9,4,1.92,55.9,3,
AZ,157,415,389-9783,no,no,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,516.6,7,3.11,58.2,4,
MA,40,408,351-7005,no,yes,31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,487.0,5,2.03,57.07000000000001,1,
TN,72,408,348-2009,no,no,0,147.0,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,482.70000000000005,4,2.84,48.959999999999994,1,
WY,95,415,340-4236,no,yes,39,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,679.9000000000001,5,2.73,74.01,1,
IA,42,415,348-1528,no,no,0,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9.0,486.2,3,2.43,49.900000000000006,0,
IN,86,415,365-5039,no,no,0,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,655.0,7,1.46,61.67,1,
NJ,131,415,411-1810,no,no,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,627.3,7,2.92,67.56,0,
FL,55,510,364-7644,no,yes,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11.0,491.5,5,2.97,49.24,4,
MT,74,415,335-9066,no,no,0,162.7,102,27.66,292.0,105,24.82,183.3,80,8.25,8.7,646.7,6,2.35,63.080000000000005,0,
ND,81,408,362-7581,yes,yes,37,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,780.4999999999999,3,2.13,77.11,1,
MI,81,408,346-1095,no,no,0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,617.2,2,3.56,60.22,4,
MT,28,415,357-9136,no,no,0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,517.4,2,2.24,45.39000000000001,6,
AL,111,510,390-7863,no,no,0,176.4,62,29.99,201.0,124,17.09,150.4,138,6.77,11.2,539.0,2,3.02,56.87,0,
NV,3,510,344-2416,no,yes,27,67.4,116,11.46,244.0,78,20.74,281.1,93,12.65,11.4,603.9,2,3.08,47.93,2,
MI,51,415,373-1448,no,no,0,229.7,129,39.05,336.0,104,28.56,192.8,128,8.68,9.6,768.1,1,2.59,78.88,1,
FL,68,415,360-7076,no,yes,24,176.0,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,643.3,7,3.97,65.37,1,
NY,163,408,413-2241,no,no,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,694.1,7,2.59,75.14,0,
KS,87,510,343-3961,no,no,0,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,636.8000000000001,5,3.54,56.54,2,
NC,58,510,375-4107,no,no,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,596.6,1,3.75,52.38,0,
MN,109,408,414-7410,no,no,0,162.6,138,27.64,154.0,109,13.09,209.7,118,9.44,11.5,537.8,4,3.11,53.28,0,
RI,111,415,351-2535,no,no,0,229.4,107,39.0,214.1,99,18.2,289.6,95,13.03,10.4,743.5,6,2.81,73.04,4,
UT,144,415,416-9615,no,no,0,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15.0,374.4,4,4.05,42.63999999999999,2,
OR,135,415,377-1293,no,no,0,263.8,66,44.85,251.3,116,21.36,200.1,112,9.0,8.4,723.6,2,2.27,77.48,5,
SC,109,415,388-6479,no,yes,46,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9.0,624.1,3,2.43,66.65,4,
IL,107,415,390-2755,no,yes,14,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,516.3,8,2.03,47.199999999999996,1,
OH,149,408,340-5930,no,no,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,495.5,3,2.08,54.04,2,
MA,56,510,401-3622,no,no,0,253.2,95,43.04,188.0,116,15.98,142.0,133,6.39,4.4,587.6,4,1.19,66.6,1,
OR,129,408,382-1104,no,no,0,98.0,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,604.0,4,2.84,51.43000000000001,0,
CA,92,408,355-9324,no,no,0,249.4,118,42.4,211.5,95,17.98,169.0,116,7.61,9.1,639.0,3,2.46,70.44999999999999,0,
WV,67,415,393-4843,no,yes,30,129.6,107,22.03,233.0,104,19.81,297.0,93,13.37,14.5,674.1,5,3.92,59.13,1,
VT,120,415,401-4052,no,no,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,609.7,7,2.51,67.9,0,
ID,166,415,385-1830,no,no,0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,617.0,9,3.35,65.25,1,
OR,66,408,348-7409,no,no,0,87.6,76,14.89,262.0,111,22.27,184.6,125,8.31,9.2,543.4000000000001,5,2.48,47.949999999999996,1,
GA,76,408,361-4910,no,no,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,549.5999999999999,3,2.27,58.540000000000006,0,
ME,79,415,415-6578,no,no,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,686.9,3,2.38,68.99,2,
HI,98,415,395-5015,no,yes,31,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,651.4999999999999,4,3.48,63.74,2,
AZ,141,510,369-6012,no,yes,22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,712.4,6,2.11,73.89,1,
UT,49,415,394-4520,no,no,0,266.3,90,45.27,207.8,117,17.66,205.0,98,9.23,14.0,693.1,2,3.78,75.94000000000001,2,
IA,46,510,380-5873,no,no,0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,595.1,2,2.75,60.97,3,
CT,137,415,372-5384,no,no,0,115.0,130,19.55,137.8,83,11.71,224.0,61,10.08,7.3,484.1,4,1.97,43.31,3,
